GG704911	EuPathDB	gene	2010	2454	.	+	.	ID=CIMG_12556;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	3700	4335	.	-	.	ID=CIMG_12557;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	10745	11245	.	-	.	ID=CIMG_12558;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	11507	12103	.	-	.	ID=CIMG_12559;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	28278	28809	.	+	.	ID=CIMG_12560;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	30073	30612	.	-	.	ID=CIMG_12561;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	31270	31689	.	-	.	ID=CIMG_12562;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	36047	36616	.	-	.	ID=CIMG_12563;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	38195	39040	.	-	.	ID=CIMG_12564;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	39500	39790	.	-	.	ID=CIMG_12565;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	40258	41124	.	+	.	ID=CIMG_12566;description=hypothetical protein	GG704911	funannotate	gene	40224	41124	.	+	.	ID=CIMG2_000001;
GG704911	EuPathDB	gene	42164	44934	.	+	.	ID=CIMG_12567;description=SRF-like superfamily protein%2C putative	GG704911	funannotate	gene	42164	42553	.	+	.	ID=CIMG2_000002;
GG704911	EuPathDB	gene	42164	44934	.	+	.	ID=CIMG_12567;description=SRF-like superfamily protein%2C putative	GG704911	funannotate	gene	43382	44916	.	+	.	ID=CIMG2_000003;
GG704911	EuPathDB	gene	45530	47900	.	-	.	ID=CIMG_10442;description=F-box domain-containing protein%2C putative	GG704911	funannotate	gene	45800	48006	.	-	.	ID=CIMG2_000004;
GG704911	EuPathDB	gene	52355	53207	.	+	.	ID=CIMG_10440;description=Protein kinase-like domain-containing protein	GG704911	funannotate	gene	52355	53147	.	+	.	ID=CIMG2_000007;
GG704911	EuPathDB	gene	55831	57217	.	-	.	ID=CIMG_10439;description=hypothetical protein	GG704911	funannotate	gene	56471	57238	.	-	.	ID=CIMG2_000010;
GG704911	EuPathDB	gene	63480	63887	.	+	.	ID=CIMG_12568;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	71517	72080	.	-	.	ID=CIMG_10434;description=Pentatricopeptide repeat-containing protein DWY1%2C putative	GG704911	funannotate	gene	71517	72080	.	-	.	ID=CIMG2_000012;
GG704911	EuPathDB	gene	72597	74877	.	+	.	ID=CIMG_10433;description=OTT_1508-like deaminase domain-containing protein	GG704911	funannotate	gene	72597	74641	.	+	.	ID=CIMG2_000013;
GG704911	EuPathDB	gene	72597	74877	.	+	.	ID=CIMG_10433;description=OTT_1508-like deaminase domain-containing protein	GG704911	funannotate	gene	73330	75794	.	-	.	ID=CIMG2_000015;
GG704911	EuPathDB	gene	72597	74877	.	+	.	ID=CIMG_10433;description=OTT_1508-like deaminase domain-containing protein	GG704911	funannotate	gene	74705	75010	.	+	.	ID=CIMG2_000014;
GG704911	EuPathDB	gene	75174	78025	.	-	.	ID=CIMG_12569;description=C2H2 finger domain-containing protein	GG704911	funannotate	gene	73330	75794	.	-	.	ID=CIMG2_000015;
GG704911	EuPathDB	gene	75174	78025	.	-	.	ID=CIMG_12569;description=C2H2 finger domain-containing protein	GG704911	funannotate	gene	76029	76456	.	-	.	ID=CIMG2_000016;
GG704911	EuPathDB	gene	75174	78025	.	-	.	ID=CIMG_12569;description=C2H2 finger domain-containing protein	GG704911	funannotate	gene	76664	78235	.	-	.	ID=CIMG2_000017;
GG704911	EuPathDB	gene	105364	106958	.	+	.	ID=CIMG_12570;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	123665	124750	.	+	.	ID=CIMG_10420;description=Cytochrome P450%2C putative	GG704911	funannotate	gene	123525	126226	.	-	.	ID=CIMG2_000019;
GG704911	EuPathDB	gene	123665	124750	.	+	.	ID=CIMG_10420;description=Cytochrome P450%2C putative	GG704911	funannotate	gene	123999	124385	.	+	.	ID=CIMG2_000018;
GG704911	EuPathDB	gene	123665	126132	.	-	.	ID=CIMG_10419;description=Protein kinase-like domain-containing protein	GG704911	funannotate	gene	123525	126226	.	-	.	ID=CIMG2_000019;
GG704911	EuPathDB	gene	123665	126132	.	-	.	ID=CIMG_10419;description=Protein kinase-like domain-containing protein	GG704911	funannotate	gene	123999	124385	.	+	.	ID=CIMG2_000018;
GG704911	EuPathDB	gene	126558	127090	.	-	.	ID=CIMG_12571;description=hypothetical protein	GG704911	funannotate	gene	127064	127329	.	+	.	ID=CIMG2_000020;
GG704911	EuPathDB	gene	127462	127950	.	+	.	ID=CIMG_12551;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	131621	132097	.	+	.	ID=CIMG_12572;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	167734	168510	.	-	.	ID=CIMG_12573;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	208239	208634	.	-	.	ID=CIMG_12574;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	209747	210352	.	+	.	ID=CIMG_12575;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	215462	216389	.	-	.	ID=CIMG_12576;description=Histone fold-containing protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	217344	217553	.	+	.	ID=CIMG_12577;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	236955	237533	.	-	.	ID=CIMG_12578;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	240059	242003	.	-	.	ID=CIMG_12579;description=ankyrin repeat domain-containing protein	GG704911	funannotate	gene	240059	240655	.	-	.	ID=CIMG2_000021;Name=ANK2_1;
GG704911	EuPathDB	gene	240059	242003	.	-	.	ID=CIMG_12579;description=ankyrin repeat domain-containing protein	GG704911	funannotate	gene	240986	241519	.	-	.	ID=CIMG2_000022;Name=ANK2_2;
GG704911	EuPathDB	gene	242242	243642	.	+	.	ID=CIMG_12580;description=serine/threonine protein kinase	GG704911	funannotate	gene	242242	246146	.	+	.	ID=CIMG2_000023;
GG704911	EuPathDB	gene	262776	263317	.	-	.	ID=CIMG_12581;description=Chromo domain-containing protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	266746	267182	.	-	.	ID=CIMG_12582;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	267882	268358	.	-	.	ID=CIMG_12583;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	272837	273034	.	-	.	ID=CIMG_12584;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	275589	276080	.	-	.	ID=CIMG_12585;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	277339	277752	.	+	.	ID=CIMG_12586;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	284182	284934	.	+	.	ID=CIMG_12587;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	342785	343265	.	+	.	ID=CIMG_12588;description=Chromo domain-containing protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	371594	373761	.	+	.	ID=CIMG_10356;description=Protein kinase-like domain-containing protein	GG704911	funannotate	gene	371683	373240	.	+	.	ID=CIMG2_000025;
GG704911	EuPathDB	gene	371594	373761	.	+	.	ID=CIMG_10356;description=Protein kinase-like domain-containing protein	GG704911	funannotate	gene	373575	374033	.	-	.	ID=CIMG2_000026;
GG704911	EuPathDB	gene	373693	374592	.	-	.	ID=CIMG_12548;description=hypothetical protein	GG704911	funannotate	gene	373575	374033	.	-	.	ID=CIMG2_000026;
GG704911	EuPathDB	gene	373693	374592	.	-	.	ID=CIMG_12548;description=hypothetical protein	GG704911	funannotate	gene	374286	374556	.	-	.	ID=CIMG2_000027;
GG704911	EuPathDB	gene	389216	389603	.	+	.	ID=CIMG_12589;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	399769	401015	.	-	.	ID=CIMG_12590;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	401974	402225	.	-	.	ID=CIMG_10353;description=Hsp70 family protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	402942	403449	.	+	.	ID=CIMG_12591;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	413568	414474	.	+	.	ID=CIMG_12592;description=Histone H3/CENP-A domain-containing protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	415473	416335	.	+	.	ID=CIMG_12593;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	419396	421814	.	+	.	ID=CIMG_10348;description=HNH endonuclease domain-containing protein	GG704911	funannotate	gene	419553	420558	.	+	.	ID=CIMG2_000028;
GG704911	EuPathDB	gene	420840	421848	.	-	.	ID=CIMG_12594;description=S-adenosylmethionine-dependent methyltransferase%2C putative	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	427459	428132	.	+	.	ID=CIMG_12595;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	435604	436184	.	-	.	ID=CIMG_12596;description=hypothetical protein	.	.	.	-1	-1	.	.	.	.
GG704911	EuPathDB	gene	465268	465621	.	-	.	ID=CIMG_12597;description=hypothetical protein	GG704911	funannotate	gene	465268	465621	.	-	.	ID=CIMG2_000029;
