GG704911	2010	2454	+	CIMG_12556;description=hypothetical protein	-1	-1	.	.
GG704911	3700	4335	-	CIMG_12557;description=hypothetical protein	-1	-1	.	.
GG704911	10745	11245	-	CIMG_12558;description=hypothetical protein	-1	-1	.	.
GG704911	11507	12103	-	CIMG_12559;description=hypothetical protein	-1	-1	.	.
GG704911	28278	28809	+	CIMG_12560;description=hypothetical protein	-1	-1	.	.
GG704911	30073	30612	-	CIMG_12561;description=hypothetical protein	-1	-1	.	.
GG704911	31270	31689	-	CIMG_12562;description=hypothetical protein	-1	-1	.	.
GG704911	36047	36616	-	CIMG_12563;description=hypothetical protein	-1	-1	.	.
GG704911	38195	39040	-	CIMG_12564;description=hypothetical protein	-1	-1	.	.
GG704911	39500	39790	-	CIMG_12565;description=hypothetical protein	-1	-1	.	.
GG704911	40258	41124	+	CIMG_12566;description=hypothetical protein	40224	41124	+	CIMG2_000001
GG704911	42164	44934	+	CIMG_12567;description=SRF-like superfamily protein%2C putative	42164	42553	+	CIMG2_000002
GG704911	42164	44934	+	CIMG_12567;description=SRF-like superfamily protein%2C putative	43382	44916	+	CIMG2_000003
GG704911	45530	47900	-	CIMG_10442;description=F-box domain-containing protein%2C putative	45800	48006	-	CIMG2_000004
GG704911	52355	53207	+	CIMG_10440;description=Protein kinase-like domain-containing protein	52355	53147	+	CIMG2_000007
GG704911	55831	57217	-	CIMG_10439;description=hypothetical protein	56471	57238	-	CIMG2_000010
GG704911	63480	63887	+	CIMG_12568;description=hypothetical protein	-1	-1	.	.
GG704911	71517	72080	-	CIMG_10434;description=Pentatricopeptide repeat-containing protein DWY1%2C putative	71517	72080	-	CIMG2_000012
GG704911	72597	74877	+	CIMG_10433;description=OTT_1508-like deaminase domain-containing protein	72597	74641	+	CIMG2_000013
GG704911	72597	74877	+	CIMG_10433;description=OTT_1508-like deaminase domain-containing protein	73330	75794	-	CIMG2_000015
GG704911	72597	74877	+	CIMG_10433;description=OTT_1508-like deaminase domain-containing protein	74705	75010	+	CIMG2_000014
GG704911	75174	78025	-	CIMG_12569;description=C2H2 finger domain-containing protein	73330	75794	-	CIMG2_000015
GG704911	75174	78025	-	CIMG_12569;description=C2H2 finger domain-containing protein	76029	76456	-	CIMG2_000016
GG704911	75174	78025	-	CIMG_12569;description=C2H2 finger domain-containing protein	76664	78235	-	CIMG2_000017
GG704911	105364	106958	+	CIMG_12570;description=hypothetical protein	-1	-1	.	.
GG704911	123665	124750	+	CIMG_10420;description=Cytochrome P450%2C putative	123525	126226	-	CIMG2_000019
GG704911	123665	124750	+	CIMG_10420;description=Cytochrome P450%2C putative	123999	124385	+	CIMG2_000018
GG704911	123665	126132	-	CIMG_10419;description=Protein kinase-like domain-containing protein	123525	126226	-	CIMG2_000019
