GG704911	40224	41124	+	CIMG2_000001	40258	41124	+	CIMG_12566;description=hypothetical protein
GG704911	42164	42553	+	CIMG2_000002	42164	44934	+	CIMG_12567;description=SRF-like superfamily protein%2C putative
GG704911	43382	44916	+	CIMG2_000003	42164	44934	+	CIMG_12567;description=SRF-like superfamily protein%2C putative
GG704911	45800	48006	-	CIMG2_000004	45530	47900	-	CIMG_10442;description=F-box domain-containing protein%2C putative
GG704911	50292	50609	+	CIMG2_000005	-1	-1	.	.
GG704911	51237	51850	+	CIMG2_000006	-1	-1	.	.
GG704911	52355	53147	+	CIMG2_000007	52355	53207	+	CIMG_10440;description=Protein kinase-like domain-containing protein
GG704911	53244	54005	-	CIMG2_000008	-1	-1	.	.
GG704911	54738	55038	+	CIMG2_000009	-1	-1	.	.
GG704911	56471	57238	-	CIMG2_000010	55831	57217	-	CIMG_10439;description=hypothetical protein
GG704911	65473	65790	+	CIMG2_000011	-1	-1	.	.
GG704911	71517	72080	-	CIMG2_000012	71517	72080	-	CIMG_10434;description=Pentatricopeptide repeat-containing protein DWY1%2C putative
GG704911	72597	74641	+	CIMG2_000013	72597	74877	+	CIMG_10433;description=OTT_1508-like deaminase domain-containing protein
GG704911	73330	75794	-	CIMG2_000015	72597	74877	+	CIMG_10433;description=OTT_1508-like deaminase domain-containing protein
GG704911	73330	75794	-	CIMG2_000015	75174	78025	-	CIMG_12569;description=C2H2 finger domain-containing protein
GG704911	74705	75010	+	CIMG2_000014	72597	74877	+	CIMG_10433;description=OTT_1508-like deaminase domain-containing protein
GG704911	76029	76456	-	CIMG2_000016	75174	78025	-	CIMG_12569;description=C2H2 finger domain-containing protein
GG704911	76664	78235	-	CIMG2_000017	75174	78025	-	CIMG_12569;description=C2H2 finger domain-containing protein
GG704911	123525	126226	-	CIMG2_000019	123665	124750	+	CIMG_10420;description=Cytochrome P450%2C putative
GG704911	123525	126226	-	CIMG2_000019	123665	126132	-	CIMG_10419;description=Protein kinase-like domain-containing protein
GG704911	123999	124385	+	CIMG2_000018	123665	124750	+	CIMG_10420;description=Cytochrome P450%2C putative
GG704911	123999	124385	+	CIMG2_000018	123665	126132	-	CIMG_10419;description=Protein kinase-like domain-containing protein
GG704911	127064	127329	+	CIMG2_000020	126558	127090	-	CIMG_12571;description=hypothetical protein
GG704911	240059	240655	-	CIMG2_000021;Name=ANK2_1	240059	242003	-	CIMG_12579;description=ankyrin repeat domain-containing protein
GG704911	240986	241519	-	CIMG2_000022;Name=ANK2_2	240059	242003	-	CIMG_12579;description=ankyrin repeat domain-containing protein
GG704911	242242	246146	+	CIMG2_000023	242242	243642	+	CIMG_12580;description=serine/threonine protein kinase
GG704911	244856	245728	-	CIMG2_000024	-1	-1	.	.
GG704911	365085	365849	-	CIMG2_008809	-1	-1	.	.
GG704911	366020	371287	+	CIMG2_008810	-1	-1	.	.
GG704911	371683	373240	+	CIMG2_000025	371594	373761	+	CIMG_10356;description=Protein kinase-like domain-containing protein
GG704911	373575	374033	-	CIMG2_000026	371594	373761	+	CIMG_10356;description=Protein kinase-like domain-containing protein
GG704911	373575	374033	-	CIMG2_000026	373693	374592	-	CIMG_12548;description=hypothetical protein
GG704911	374286	374556	-	CIMG2_000027	373693	374592	-	CIMG_12548;description=hypothetical protein
GG704911	411152	412042	-	CIMG2_008811	-1	-1	.	.
GG704911	419553	420558	+	CIMG2_000028	419396	421814	+	CIMG_10348;description=HNH endonuclease domain-containing protein
GG704911	465268	465621	-	CIMG2_000029	465268	465621	-	CIMG_12597;description=hypothetical protein
